brand,name,rating,votes,url,last_crawled
EIGHT & BOB,EIGHT & BOB EIGHT & BOB,4.05,1244,https://www.fragrantica.com/perfume/EIGHT-BOB/EIGHT-BOB-16295.html,2025-10-19T22:04:54.022829
Hermès,Rouge Hermès Hermès,4.03,929,https://www.fragrantica.com/perfume/Chanel/Chance-21.html,2025-10-19T22:05:01.667413
Tom Ford,Oud Wood Tom Ford for women and men,4.3,15420,https://www.fragrantica.com/perfume/Tom-Ford/Oud-Wood-1826.html,2025-10-19T22:05:08.240980
Tom Ford,Ombré Leather (2018) Tom Ford for women and men,4.33,15109,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-Leather-2018-50239.html,2025-10-19T22:05:14.912251
Jean Paul Gaultier,Le Male Le Parfum Jean Paul Gaultier,4.6,21754,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Le-Parfum-61856.html,2025-10-19T22:05:22.504937
EIGHT & BOB,Annicke 1 EIGHT & BOB,3.68,117,https://www.fragrantica.com/perfume/EIGHT-BOB/Annicke-1-51612.html,2025-10-19T22:05:29.507344
Jean Paul Gaultier,Le Male Elixir Jean Paul Gaultier,4.53,19801,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Elixir-81642.html,2025-10-19T22:05:36.431606
Sol de Janeiro,Cheirosa '59 Sol de Janeiro,4.23,3198,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-59-88722.html,2025-10-19T22:05:42.959615
Jean Paul Gaultier,Le Beau Le Parfum Jean Paul Gaultier,4.53,13593,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Beau-Le-Parfum-72158.html,2025-10-19T22:05:49.947452
Lattafa Perfumes,Teriaq Lattafa Perfumes for women and men,3.8,2311,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Teriaq-89850.html,2025-10-19T22:05:56.472287
EIGHT & BOB,Le Trou 19 du Phare EIGHT & BOB for women and men,4.17,12,https://www.fragrantica.com/perfume/EIGHT-BOB/Le-Trou-19-du-Phare-108380.html,2025-10-19T22:06:02.966577
Dior,Dior Homme Intense 2011 Dior,4.5,22975,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2011-13016.html,2025-10-19T22:06:10.395342
Chanel,Bleu de Chanel Eau de Parfum Chanel,4.43,18581,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Eau-de-Parfum-25967.html,2025-10-19T22:06:18.077262
By Kilian,Angels' Share By Kilian for women and men,4.37,18765,https://www.fragrantica.com/perfume/By-Kilian/Angels-Share-62615.html,2025-10-19T22:06:25.673582
French Avenue,Liquid Brun French Avenue,4.53,5071,https://www.fragrantica.com/perfume/French-Avenue/Liquid-Brun-94713.html,2025-10-19T22:06:33.070338
Lattafa Perfumes,Eclaire Lattafa Perfumes,4.17,5735,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Eclaire-93628.html,2025-10-19T22:06:39.673523
Louis Vuitton,Nuit de Feu Louis Vuitton for women and men,3.88,671,https://www.fragrantica.com/perfume/Louis-Vuitton/Nuit-de-Feu-60031.html,2025-10-19T22:06:46.229070
Ffern,Autumn 25 Ffern for women and men,3.57,47,https://www.fragrantica.com/perfume/Ffern/Autumn-25-116143.html,2025-10-19T22:06:53.172087
EIGHT & BOB,Le Pari d'Honfleur EIGHT & BOB for women and men,4.13,15,https://www.fragrantica.com/perfume/EIGHT-BOB/Le-Pari-d-Honfleur-108384.html,2025-10-19T22:07:00.490422
Asdaaf,Raneen Asdaaf,4.15,130,https://www.fragrantica.com/perfume/Asdaaf/Raneen-106906.html,2025-10-19T22:07:07.296812
Creed,Silver Mountain Water Creed for women and men,4.16,9500,https://www.fragrantica.com/perfume/Creed/Silver-Mountain-Water-472.html,2025-10-19T22:07:14.224491
Hugo Boss,Boss Number One Hugo Boss,3.94,1857,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Number-One-6278.html,2025-10-19T22:07:21.752917
EIGHT & BOB,Cap d'Antibes EIGHT & BOB,3.69,422,https://www.fragrantica.com/perfume/EIGHT-BOB/Cap-d-Antibes-24674.html,2025-10-19T22:07:28.499277
Giardini Di Toscana,Bianco Latte Giardini Di Toscana for women and men,4.1,8207,https://www.fragrantica.com/perfume/Giardini-Di-Toscana/Bianco-Latte-64757.html,2025-10-19T22:07:36.740530
Maison Martin Margiela,Jazz Club Maison Martin Margiela,4.2,17305,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Jazz-Club-20541.html,2025-10-19T22:07:43.725733
EIGHT & BOB,Nuit de Megeve EIGHT & BOB for women and men,4.12,587,https://www.fragrantica.com/perfume/EIGHT-BOB/Nuit-de-Megeve-44017.html,2025-10-19T22:07:50.831538
Tom Ford,Grey Vetiver Tom Ford,4.28,7851,https://www.fragrantica.com/perfume/Tom-Ford/Grey-Vetiver-6697.html,2025-10-19T22:07:58.332859
Michael Malul London,Ocean Noir Michael Malul London,4.53,599,https://www.fragrantica.com/perfume/Michael-Malul-London/Ocean-Noir-70722.html,2025-10-19T22:08:12.029929
EIGHT & BOB,Guéthary EIGHT & BOB for women and men,3.4,35,https://www.fragrantica.com/perfume/EIGHT-BOB/Guethary-76583.html,2025-10-19T22:08:18.662688
Lattafa Perfumes,Khamrah Qahwa Lattafa Perfumes for women and men,4.4,9104,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khamrah-Qahwa-88175.html,2025-10-19T22:08:25.642742
Prada,Prada L'Homme Prada,4.46,14121,https://www.fragrantica.com/perfume/Prada/Prada-L-Homme-39029.html,2025-10-19T22:08:33.114247
Giorgio Armani,Emporio Armani Stronger With You Intensely Giorgio Armani,4.59,17808,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Intensely-52802.html,2025-10-19T22:08:40.936314
Creed,Virgin Island Water 2007 Creed for women and men,4.31,8204,https://www.fragrantica.com/perfume/Creed/Virgin-Island-Water-2007-899.html,2025-10-19T22:08:48.344674
Amouage,Reflection Man Amouage,4.39,8780,https://www.fragrantica.com/perfume/Amouage/Reflection-Man-920.html,2025-10-19T22:08:55.071738
Creed,Green Irish Tweed Creed,4.3,10865,https://www.fragrantica.com/perfume/Creed/Green-Irish-Tweed-474.html,2025-10-19T22:09:02.253428
EIGHT & BOB,Il Giardino dell'Anima EIGHT & BOB for women and men,3.8,10,https://www.fragrantica.com/perfume/EIGHT-BOB/Il-Giardino-dell-Anima-108381.html,2025-10-19T22:09:09.660347
Yves Saint Laurent,La Nuit de l'Homme Yves Saint Laurent,4.45,22471,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-l-Homme-5521.html,2025-10-19T22:09:16.975940
EIGHT & BOB,Le Geste d'Edmond EIGHT & BOB for women and men,4.27,37,https://www.fragrantica.com/perfume/EIGHT-BOB/Le-Geste-d-Edmond-92163.html,2025-10-19T22:09:24.198404
EIGHT & BOB,Pure Vienne EIGHT & BOB for women and men,3.88,8,https://www.fragrantica.com/perfume/EIGHT-BOB/Pure-Vienne-108379.html,2025-10-19T22:09:31.376173
Yves Saint Laurent,Y Eau de Parfum Yves Saint Laurent,4.41,22189,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Eau-de-Parfum-50757.html,2025-10-19T22:09:39.143448
Parfums de Marly,Herod Parfums de Marly,4.44,9776,https://www.fragrantica.com/perfume/Parfums-de-Marly/Herod-16939.html,2025-10-19T22:09:46.891551
Maison d'ETTO,Noisette Maison d'ETTO for women and men,4.02,50,https://www.fragrantica.com/perfume/Maison-d-ETTO/Noisette-88456.html,2025-10-19T22:09:53.589006
Lattafa Perfumes,Khamrah Lattafa Perfumes for women and men,4.3,21574,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Khamrah-75805.html,2025-10-19T22:10:01.144039
Burberry,Goddess Burberry,4.19,10840,https://www.fragrantica.com/perfume/Burberry/Goddess-83483.html,2025-10-19T22:10:08.273405
EIGHT & BOB,Belvedere EIGHT & BOB for women and men,4.25,24,https://www.fragrantica.com/perfume/EIGHT-BOB/Belvedere-108377.html,2025-10-19T22:10:15.123871
Valentino,Valentino Uomo Born In Roma Intense Valentino,4.53,7835,https://www.fragrantica.com/perfume/Valentino/Valentino-Uomo-Born-In-Roma-Intense-78740.html,2025-10-19T22:10:22.615124
Lattafa Perfumes,Bade'e Al Oud Sublime Lattafa Perfumes for women and men,4.18,2125,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Sublime-83309.html,2025-10-19T22:10:30.101171
Dolce&Gabbana,Dolce Garden Dolce&Gabbana,3.94,4179,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Garden-48151.html,2025-10-19T22:10:36.636187
